word,beta,psi,highlight
northeast,1.1384517425599041,3.9564036218910523,none
asia,-0.29741940529192235,5.253326579646729,none
give,-0.780299016513881,2.258996701708573,none
priority,0.4686004348601772,3.1453740715032086,none
political,0.41774709415639005,3.8184032497263916,none
diplomatic,0.5412378967983971,2.6870440575300187,none
foreign,0.11532496401377897,4.3984886300728805,none
details,0.2898326744548495,2.3261094660466988,none
asymmetric,-0.19596108321035136,3.3671221887620213,none
actions,0.11972719585361415,3.447684184417342,none
constitutes,-2.8200241699878057,1.0754058290558317,none
needs,-0.14644072208240264,2.485624766070237,none
multiple,-0.12771914587160255,3.5696404795964214,none
attacks,-0.5646197304104087,4.285125274537034,none
imminent,-2.5696285996775385,0.8053653421992772,none
additionally,0.4182679621031121,3.469323847052277,none
regard,-0.90871814942259,3.1870189564042044,none
range,-0.6496219453243097,4.6045576697192905,none
km,0.5270508944001276,3.5464435873095304,none
washington,0.19579085121078313,2.8464511478900696,none
scud,1.585660051543389,2.166879456379073,none
er,-1.5958254775748284,1.8349400032412144,none
north korea,1.2545811173262722,2.2586157313340114,blue
shows,0.22994937780725158,2.214545401307515,none
image,-0.9973470546494065,2.4180278506119706,none
affairs,0.4026976292028413,4.040566129688476,none
zones,1.2621575639681712,2.9501953830027166,none
according,0.18373192188002616,3.8591983270064802,none
reports,0.5661839494877419,2.380317515643547,none
way,1.038821208903308,3.2851937157321363,none
entities,-1.233069582902601,2.2007622854235396,none
production,-0.3435943998289195,3.4723419677215235,none
sales,-0.7001970385489092,1.80379641702246,none
plans,1.6916381093636612,3.944708432924457,none
importance,0.22454531313423387,3.0674192095074906,none
economy,1.1556881590446864,3.323955813843448,none
transition,1.9456978997694447,3.629581268956628,none
kim,1.4748332580187877,3.5507598949141026,none
jong-un,0.9927000835609469,2.826780955838164,blue
levels,-0.8757747720157498,3.010828712663165,none
aimed,-0.14644072208240264,2.485624766070237,none
base,-0.532148159242217,4.333422398025719,none
chairman,0.728031884886779,3.3294981747963663,none
es,-3.1878643683742602,1.4581138874952373,none
carried,0.6318304114415221,3.7512041140982126,none
three,-0.23264888352396335,4.68509190318504,none
key,0.5278380286110957,4.448667774509044,none
chief,-0.530791780510276,4.2234260068446705,none
staff,-0.07401985002443867,5.118143163102227,none
result,0.6863753408567381,2.99043100030061,none
held,0.28270259749823234,4.622283954509928,none
individuals,0.33846602360546907,2.425180661106698,none
selected,1.3101560130047645,2.5466168265561353,none
commission,0.9927000835609469,2.826780955838164,none
executing,1.6736175924156804,2.2304224409265485,none
energy,1.2189786354632968,2.7664037027224113,none
food,0.6605918142114225,2.825875510629468,none
expected,0.6841760034049073,3.1932109380120934,none
responsibility,1.237083651810788,2.5986075220707305,none
accept,-0.5649242147606874,2.1011608616994395,none
norms,-0.8781538069095767,2.8324912698051996,none
active,0.5174294204482907,3.9827767228435875,none
cooperative,0.707116054171943,3.8247397441252198,none
regional,-0.30261675788293174,4.694688089936131,none
third,1.0438913617114798,4.083174828529788,none
session,1.9715621994508747,2.773502187959113,none
committee,0.8455961551136123,4.584922102748358,none
party,1.104039901295795,3.331532268376176,none
adopted,0.5422770195458733,2.9748749082760315,none
concerning,-1.1992581229810761,3.929131747177062,none
deepening,-0.9625920210983372,2.3925649016820087,none
regarding,-0.18428820812530464,4.215657993093538,none
wide,-1.4838311905595523,3.052650337221635,none
areas,0.14333733679863025,5.338987802734511,none
decided,0.6690087286251644,3.7775527045233708,none
establish,0.6663285284489415,4.227250177045482,none
team,0.30441149454146565,3.3163283010038995,none
reform,0.7501931229521762,4.117359956913539,none
responsible,-0.06765533963745282,3.2756768130931073,none
overall,0.385576530182447,3.0864501159657243,none
deal,-0.535382432170079,2.3637282331677403,none
problems,0.9414749038675749,2.4819202037212014,none
within,0.09438966182438722,4.132374218597026,none
forward,-0.010006893868504316,4.029488835610424,none
deter,-0.561397315485136,3.6963545647162133,none
denial,-0.4837193361673092,2.3261922041194603,none
a2,-1.2765752494033191,2.902134807409734,none
ad,-1.1646517349224328,2.8208460175567174,none
rapidly,-0.6851629204817706,3.380837478366511,none
expanding,0.6900956529260065,3.8126777873325834,none
seas,-0.03274541991356961,2.2215071603405647,none
measures,0.026717869314798363,5.05812072401465,none
involving,-0.8873956276748418,2.33747027073688,none
great,-0.41047931891229034,2.6757731624583645,none
concerns,0.1368296853156394,2.2816132650502845,none
together,0.16723003832426805,2.665914473405145,none
lack,-0.8346112739878423,2.581114373725697,none
information,0.44310260792608175,5.258447613439627,none
procurement,-0.02787221210875742,3.3808345356834764,none
goals,-0.6645383087751897,2.6781258528541647,none
past,0.8893461186213947,3.134675838552965,none
locations,-0.8672544168552063,2.3227126503802147,none
units,0.2834262906970858,5.191826177903697,none
main,0.09540580266986524,3.698679694173923,none
exercises,0.21058809772372816,4.428169659189379,none
continues,-0.6236644816659609,4.076250750557482,none
pace,-1.3317598744119272,2.2742378407181247,none
size,0.5412378967983971,2.6870440575300187,none
approximately,-0.09268030442023979,3.6500314887834753,none
col1,-0.41047931891229034,2.6757731624583645,none
growth,0.5597530618209223,2.7541558133703,none
rate,0.8270186471837332,2.890365242461217,none
change,-0.6844990363919222,3.5617924850383993,none
fy,-0.30091725982716916,2.1933684975338843,none
near,-0.28895630632792985,3.6843555068509155,none
ight,-2.498485712259533,0.7269831826114205,none
shown,1.7646285368937813,3.30829211587388,none
flew,-2.4726940848965073,0.6983691936110247,none
airborne,-0.48625914736648207,2.7303441053723794,none
warning,0.5828503774065287,4.800786633851565,none
days,0.5552060681426358,3.1379508432489605,none
identification,1.4903212483516608,3.245296176576208,none
march,0.3151268278401166,5.328243487727638,none
wing,0.6123373019565341,3.3723620489130623,none
administration,-0.19347524404814886,4.5322082136048545,none
fighter,-0.40256189731778125,3.3605934445047208,darkgreen
came,-0.3293005264853261,2.4358499919485874,none
announcement,1.7406413779587635,3.138657669214658,none
upon,-0.05339567577601115,3.1114129569609523,none
freedom,0.2898326744548495,2.3261094660466988,none
concern,0.6961096159065832,2.3932774260289693,none
objectives,-0.33634154165167934,3.9184726030835293,none
control,0.5596411708425898,5.182807689560951,darkgreen
islands,0.027219127302309246,4.065596252866177,none
claims,-1.0773219120213982,2.476617692624303,none
use,-0.22229941281588525,4.5526402858893364,none
put,0.5976147160294165,2.7271539553483697,none
continuing,-0.8672544168552063,2.3227126503802147,none
training,0.9075289760897707,5.947918805781545,none
pilots,-1.2181572546003614,1.541167830941241,none
research,0.11662977228394927,4.3769407148562935,none
necessary,0.25449250410218405,4.145640389517642,none
technologies,0.02634152402686665,3.7477416507635173,none
landing,-0.28789155837805686,2.9917050355915498,none
