"","file_names","country_name","year","title","language"
"477","mexico_2018_NationalSecurityStrategy_noneng.pdf","mexico","2018","National Security Strategy","noneng"
"478","moldova_2005_NationalSecurityConcept.pdf","moldova","2005","National Security Concept","eng"
"479","moldova_2011_NationalSecurityStrategy.pdf","moldova","2011","National Security Strategy","eng"
"480","moldova_2023_NationalSecurityStrategy_noneng.pdf","moldova","2023","National Security Strategy","noneng"
"481","mongolia_1998_DefenseWhitePaper.pdf","mongolia","1998","Defense White Paper","eng"
"482","mongolia_2010_NationalSecurityConcept.pdf","mongolia","2010","National Security Concept","eng"
"483","mongolia_2016_DefenseUpdate_noneng.pdf","mongolia","2016","Defense Update","noneng"
"484","montenegro_2006_NationalSecurityStrategy.pdf","montenegro","2006","National Security Strategy","eng"
"485","montenegro_2008_DefenceStrategy.pdf","montenegro","2008","Defence Strategy","eng"
"486","montenegro_2008_NationalSecurityStrategy.pdf","montenegro","2008","National Security Strategy","eng"
"487","montenegro_2013_CyberSecurityStrategy.pdf","montenegro","2013","Cyber Security Strategy","eng"
"488","montenegro_2013_StrategicDefenceReview.pdf","montenegro","2013","Strategic Defence Review","eng"
"489","montenegro_2018_CyberSecurityStrategy.pdf","montenegro","2018","Cyber Security Strategy","eng"
"490","montenegro_2018_NationalSecurityStrategy.pdf","montenegro","2018","National Security Strategy","eng"
"491","nepal_2016_NationalSecurityPolicy.pdf","nepal","2016","National Security Policy","eng"
"492","netherlands_2000_DefenceWhitePaperSummary.pdf","netherlands","2000","Defence White Paper Summary","eng"
"493","netherlands_2005_DefenceDoctrine.pdf","netherlands","2005","Defence Doctrine","eng"
"494","netherlands_2007_NationalSecurity.pdf","netherlands","2007","National Security","eng"
"495","netherlands_2010_FuturePolicySurvey.pdf","netherlands","2010","Future Policy Survey","eng"
"496","netherlands_2013_DefenceDoctrine.pdf","netherlands","2013","Defence Doctrine","eng"
"497","netherlands_2013_InternationalSecurityStrategy.pdf","netherlands","2013","International Security Strategy","eng"
"498","netherlands_2014_RiskAssesment.pdf","netherlands","2014","Risk Assesment","eng"
"499","netherlands_2018_DefenceWhitePaper.pdf","netherlands","2018","Defence White Paper","eng"
"500","netherlands_2018_InternationalSecurityStrategy.pdf","netherlands","2018","International Security Strategy","eng"
"501","netherlands_2018_SecurityStrategy.pdf","netherlands","2018","Security Strategy","eng"
"502","netherlands_2019_DefenceDoctrine.pdf","netherlands","2019","Defence Doctrine","eng"
"503","netherlands_2019_DefensieDoctrine_noneng.pdf","netherlands","2019","Defensie Doctrine","noneng"
"504","netherlands_2019_NationalSecurityStrategy.pdf","netherlands","2019","National Security Strategy","eng"
"505","netherlands_2020_DefenceVision.pdf","netherlands","2020","Defence Vision","eng"
"506","netherlands_2023_FutureAcquisitions.pdf","netherlands","2023","Future Acquisitions","eng"
"507","netherlands_2023_SecurityStrategy.pdf","netherlands","2023","Security Strategy","eng"
"508","newzealand_2000_TheGovernmentsDefencePolicy.pdf","newzealand","2000","The Governments Defence Policy","eng"
"509","newzealand_2001_GovernmentDefenceStatement.pdf","newzealand","2001","Government Defence Statement","eng"
"510","newzealand_2001_GovernmentDefenseStatement.pdf","newzealand","2001","Government Defense Statement","eng"
"511","newzealand_2002_DefenceLongTermDevelopmentPlan.pdf","newzealand","2002","Defence Long Term Development Plan","eng"
"512","newzealand_2003_DefenceLongTermDevelopmentPlan.pdf","newzealand","2003","Defence Long Term Development Plan","eng"
"513","newzealand_2003_DefenceLongTermDevelopmentPlanUpdate.pdf","newzealand","2003","Defence Long Term Development Plan Update","eng"
"514","newzealand_2004_DefenceLongTermDevelopmentPlan.pdf","newzealand","2004","Defence Long Term Development Plan","eng"
"515","newzealand_2004_DefenceLongTermDevelopmentPlanUpdate.pdf","newzealand","2004","Defence Long Term Development Plan Update","eng"
"516","newzealand_2006_DefenceLongTermDevelopmentPlan.pdf","newzealand","2006","Defence Long Term Development Plan","eng"
"517","newzealand_2006_DefenceLongTermDevelopmentPlanUpdate.pdf","newzealand","2006","Defence Long Term Development Plan Update","eng"
"518","newzealand_2008_DefenceLongTermDevelopmentPlan.pdf","newzealand","2008","Defence Long Term Development Plan","eng"
"519","newzealand_2008_DefenceLongTermDevelopmentPlanUpdate.pdf","newzealand","2008","Defence Long Term Development Plan Update","eng"
"520","newzealand_2010_DefenceWhitePaper.pdf","newzealand","2010","Defence White Paper","eng"
"521","newzealand_2010_DefenseAssessment.pdf","newzealand","2010","Defense Assessment","eng"
"522","newzealand_2014_DefenceAssessment.pdf","newzealand","2014","Defence Assessment","eng"
"523","newzealand_2016_DefenceWhitePaper.pdf","newzealand","2016","Defence White Paper","eng"
"524","newzealand_2018_StrategicDefencePolicy.pdf","newzealand","2018","Strategic Defence Policy","eng"
"525","newzealand_2019_DefenceCapabilityPlan.pdf","newzealand","2019","Defence Capability Plan","eng"
"526","newzealand_2023_NationalSecurityStrategy.pdf","newzealand","2023","National Security Strategy","eng"
"527","nicaragua_2005_LibrodelaDefensaNacional_noneng.pdf","nicaragua","2005","Librodela Defensa Nacional","noneng"
"528","nicaragua_2005_OrganizacionYEstructuraDeLaDefensaNacional_noneng.pdf","nicaragua","2005","Organizacion Y Estructura De La Defensa Nacional","noneng"
"529","niger_2002_StrategyNationalInternalSecurity_noneng.pdf","niger","2002","Strategy National Internal Security","noneng"
"530","nigeria_2019_NationalSecurityStrategy.pdf","nigeria","2019","National Security Strategy","eng"
"531","northmacedonia_2005_WhitePaper.pdf","northmacedonia","2005","White Paper","eng"
"532","northmacedonia_2012_WhitePaper.pdf","northmacedonia","2012","White Paper","eng"
"533","northmacedonia_2018_StrategicDefenceReview.pdf","northmacedonia","2018","Strategic Defence Review","eng"
"534","northmacedonia_2020_DefenseStrategy.pdf","northmacedonia","2020","Defense Strategy","eng"
"535","norway_2003_DefenseStudy_noneng.pdf","norway","2003","Defense Study","noneng"
"536","norway_2004_ArmedForcesModernisation.pdf","norway","2004","Armed Forces Modernisation","eng"
"537","norway_2004_NationalStrategicConcept.pdf","norway","2004","National Strategic Concept","eng"
"538","norway_2005_NationalStrategicConcept_noneng.pdf","norway","2005","National Strategic Concept","noneng"
"539","norway_2006_NorwegianDefence.pdf","norway","2006","Norwegian Defence","eng"
"540","norway_2007_HighNorthStrategy.pdf","norway","2007","High North Strategy","eng"
"541","norway_2008_NorwegianDefence.pdf","norway","2008","Norwegian Defence","eng"
"542","norway_2009_HighNorthStrategy.pdf","norway","2009","High North Strategy","eng"
"543","norway_2009_StrategicConcept.pdf","norway","2009","Strategic Concept","eng"
"544","norway_2012_ArmedForcesFutureAcquisitions.pdf","norway","2012","Armed Forces Future Acquisitions","eng"
"545","norway_2013_NationalDefence.pdf","norway","2013","National Defence","eng"
"546","norway_2015_DefenceReview.pdf","norway","2015","Defence Review","eng"
"547","norway_2015_StrategicDefenceReview_noneng.pdf","norway","2015","Strategic Defence Review","noneng"
"548","norway_2016_DefencePlan.pdf","norway","2016","Defence Plan","eng"
"549","norway_2017_WhitePaper.pdf","norway","2017","White Paper","eng"
"550","norway_2018_TotalDefence.pdf","norway","2018","Total Defence","eng"
"551","norway_2020_LongTermDefencePlan.pdf","norway","2020","Long Term Defence Plan","eng"
"552","norway_2021_NationalDefenceIndustrialStrategy.pdf","norway","2021","National Defence Industrial Strategy","eng"
"553","norway_2023_MilitaryAdviceOfTheChiefOfDefence.pdf","norway","2023","Military Advice Of The Chief Of Defence","eng"
"554","pakistan_2014_SecurityPolicy.pdf","pakistan","2014","Security Policy","eng"
"555","pakistan_2018_SecurityPolicy.pdf","pakistan","2018","Security Policy","eng"
"556","pakistan_2022_NationalSecurityPolicy.pdf","pakistan","2022","National Security Policy","eng"
"557","palau_2022_NationalSecurityStrategy.pdf","palau","2022","National Security Strategy","eng"
"558","papua_2013_NewGuineaNationalSecurityPolicy.pdf","papua","2013","New Guinea National Security Policy","eng"
"559","papua_2013_SecurityPolicy.pdf","papua","2013","Security Policy","eng"
"560","paraguay_1999_IndiceDelPlanGlobal.pdf","paraguay","1999","Indice Del Plan Global","eng"
"561","paraguay_1999_NationalDefensePolicy_noneng.pdf","paraguay","1999","National Defense Policy","noneng"
"562","paraguay_1999_NationalDefensePolicy.pdf","paraguay","1999","National Defense Policy","eng"
"563","paraguay_2013_FirstWhitePaper.pdf","paraguay","2013","First White Paper","eng"
"564","paraguay_2013_PrimerLibroBlancoDefensaNacional_noneng.pdf","paraguay","2013","Primer Libro Blanco Defensa Nacional","noneng"
"565","paraguay_2019_PoliticaNacionalDeDefensa_noneng.pdf","paraguay","2019","Politica Nacional De Defensa","noneng"
"566","paraguay_2019_StrategicPlan.pdf","paraguay","2019","Strategic Plan","eng"
"567","peru_2005_LibroBlanoDeLaDefensaNacional_noneng.pdf","peru","2005","Libro Blano De La Defensa Nacional","noneng"
"568","peru_2006_LibroBlancodelaDefensaNacional_noneng.pdf","peru","2006","Libro Blancodela Defensa Nacional","noneng"
"569","philippines_2011_NationalSecurityPolicy.pdf","philippines","2011","National Security Policy","eng"
"570","philippines_2012_WhitePaper.pdf","philippines","2012","White Paper","eng"
"571","philippines_2017_NationalSecurity.pdf","philippines","2017","National Security","eng"
"572","philippines_2018_NationalSecurityStrategy.pdf","philippines","2018","National Security Strategy","eng"
"573","poland_1992_SecurityPolicyAndDefenceStrategy_noneng.pdf","poland","1992","Security Policy And Defence Strategy","noneng"
"574","poland_2001_BialaKsiegaWhitePaper.pdf","poland","2001","Biala Ksiega White Paper","eng"
"575","poland_2003_NationalSecurityStrategy.pdf","poland","2003","National Security Strategy","eng"
"576","poland_2007_NationalSecurityStrategy.pdf","poland","2007","National Security Strategy","eng"
"577","poland_2008_VisionOfArmedForces.pdf","poland","2008","Vision Of Armed Forces","eng"
"578","poland_2009_DefenseStrategy.pdf","poland","2009","Defense Strategy","eng"
"579","poland_2013_StrategyDevelopment.pdf","poland","2013","Strategy Development","eng"
"580","poland_2013_WhiteBook.pdf","poland","2013","White Book","eng"
"581","poland_2014_NationalSecurityStrategy.pdf","poland","2014","National Security Strategy","eng"
"582","poland_2015_CybersecurityDoctrine_noneng.pdf","poland","2015","Cybersecurity Doctrine","noneng"
"583","poland_2017_TheDefenseConcept_noneng.pdf","poland","2017","The Defense Concept","noneng"
"584","poland_2019_CybersecurityStrategy_noneng.pdf","poland","2019","Cybersecurity Strategy","noneng"
"585","poland_2020_NationalSecurityStrategy.pdf","poland","2020","National Security Strategy","eng"
"586","portugal_2003_StrategicConcept.pdf","portugal","2003","Strategic Concept","eng"
"587","portugal_2013_Defensa_noneng.pdf","portugal","2013","Defensa","noneng"
"588","portugal_2013_StrategicConceptOfNationalDefence.pdf","portugal","2013","Strategic Concept Of National Defence","eng"
"589","portugal_2015_DefensePolicy_noneng.pdf","portugal","2015","Defense Policy","noneng"
"590","portugal_2015_DefensePolicy.pdf","portugal","2015","Defense Policy","eng"
"591","portugal_2017_StrategicConceptOfNationalDefence.pdf","portugal","2017","Strategic Concept Of National Defence","eng"
"592","portugal_2021_AlteralLeiNacional_noneng.pdf","portugal","2021","Alteral Lei Nacional","noneng"
"593","romania_1999_NationalSecurityStrategy.pdf","romania","1999","National Security Strategy","eng"
"594","romania_2005_MilitaryStrategy.pdf","romania","2005","Military Strategy","eng"
"595","romania_2005_NationalSecurityStrategy.pdf","romania","2005","National Security Strategy","eng"
"596","romania_2007_NationalSecurityStrategy.pdf","romania","2007","National Security Strategy","eng"
"597","romania_2013_RomanianDefence.pdf","romania","2013","Romanian Defence","eng"
"598","romania_2015_NationalDefenseStrategy.pdf","romania","2015","National Defense Strategy","eng"
"599","romania_2015_WhitePaper.pdf","romania","2015","White Paper","eng"
"600","romania_2016_MilitaryStrategy.pdf","romania","2016","Military Strategy","eng"
"601","romania_2017_DefenseWhitePaper_noneng.pdf","romania","2017","Defense White Paper","noneng"
"602","romania_2017_WhitePaper.pdf","romania","2017","White Paper","eng"
"603","romania_2020_NationalDefenseStrategy.pdf","romania","2020","National Defense Strategy","eng"
"604","romania_2021_DefenseWhitePaper_noneng.pdf","romania","2021","Defense White Paper","noneng"
"605","russia_1993_ForeignPolicyStrategy_noneng.pdf","russia","1993","Foreign Policy Strategy","noneng"
"606","russia_1997_NationalSecurityConcept_noneng.pdf","russia","1997","National Security Concept","noneng"
"607","russia_2000_NationalSecurityConcept_noneng.pdf","russia","2000","National Security Concept","noneng"
"608","russia_2000_NationalSecurityConcept.pdf","russia","2000","National Security Concept","eng"
"609","russia_2001_MarineDoctrine_noneng.pdf","russia","2001","Marine Doctrine","noneng"
"610","russia_2008_ForeignPolicyConcept_noneng.pdf","russia","2008","Foreign Policy Concept","noneng"
"611","russia_2008_ForeignPolicyConcept.pdf","russia","2008","Foreign Policy Concept","eng"
"612","russia_2009_NationalSecurityStrategy_noneng.pdf","russia","2009","National Security Strategy","noneng"
"613","russia_2009_NationalSecurityStrategy.pdf","russia","2009","National Security Strategy","eng"
"614","russia_2010_MilitaryDoctrine.pdf","russia","2010","Military Doctrine","eng"
"615","russia_2014_MilitaryDoctrine_noneng.pdf","russia","2014","Military Doctrine","noneng"
"616","russia_2015_NationalSecurityStrategy_noneng.pdf","russia","2015","National Security Strategy","noneng"
"617","russia_2015_PresidentialDecree.pdf","russia","2015","Presidential Decree","eng"
"618","russia_2016_ForeignPolicyConcept_noneng.pdf","russia","2016","Foreign Policy Concept","noneng"
"619","russia_2020_PolicyOnNuclearDeterrence.pdf","russia","2020","Policy On Nuclear Deterrence","eng"
"620","russia_2021_NationalSecurityStrategy_noneng.pdf","russia","2021","National Security Strategy","noneng"
"621","rwanda_2008_InternalSecurityStrategy.pdf","rwanda","2008","Internal Security Strategy","eng"
"622","samoa_2018_NationalSecurityPolicy.pdf","samoa","2018","National Security Policy","eng"
"623","serbia_2005_DefenceStrategy.pdf","serbia","2005","Defence Strategy","eng"
"624","serbia_2009_NationalSecurityStrategy.pdf","serbia","2009","National Security Strategy","eng"
"625","serbia_2010_WhitePaperonDefence.pdf","serbia","2010","White Paperon Defence","eng"
"626","serbia_2021_DefenseStrategy.pdf","serbia","2021","Defense Strategy","eng"
"627","serbia_2021_NationalSecurityStrategy.pdf","serbia","2021","National Security Strategy","eng"
"628","sierraleone_2002_DefenceWhitePaper.pdf","sierraleone","2002","Defence White Paper","eng"
"629","singapore_2000_NationalSecurityStrategy.pdf","singapore","2000","National Security Strategy","eng"
"630","singapore_2004_NationalSecurityStrategy.pdf","singapore","2004","National Security Strategy","eng"
"631","slovakia_2001_DefenseStrategy.pdf","slovakia","2001","Defense Strategy","eng"
"632","slovakia_2001_MilitaryStrategy.pdf","slovakia","2001","Military Strategy","eng"
"633","slovakia_2001_SecurityStrategy.pdf","slovakia","2001","Security Strategy","eng"
"634","slovakia_2003_DoctrineoftheArmedForces.pdf","slovakia","2003","Doctrineofthe Armed Forces","eng"
"635","slovakia_2005_DefenseStrategy.pdf","slovakia","2005","Defense Strategy","eng"
"636","slovakia_2005_SecurityStrategy.pdf","slovakia","2005","Security Strategy","eng"
"637","slovakia_2010_ForeignPolicyOrientation.pdf","slovakia","2010","Foreign Policy Orientation","eng"
"638","slovakia_2010_ForeignPolicyReport.pdf","slovakia","2010","Foreign Policy Report","eng"
"639","slovakia_2011_ForeignPolicyGuidelines.pdf","slovakia","2011","Foreign Policy Guidelines","eng"
"640","slovakia_2013_WhitePaper.pdf","slovakia","2013","White Paper","eng"
"641","slovakia_2015_CyberSecurityConcept.pdf","slovakia","2015","Cyber Security Concept","eng"
"642","slovakia_2016_WhitePaper.pdf","slovakia","2016","White Paper","eng"
"643","slovakia_2021_DefenceStrategy.pdf","slovakia","2021","Defence Strategy","eng"
"644","slovakia_2021_NationalCybersecurityStrategy.pdf","slovakia","2021","National Cybersecurity Strategy","eng"
"645","slovakia_2021_SecurityStrategy_noneng.pdf","slovakia","2021","Security Strategy","noneng"
"646","slovenia_2004_StrategicDefenceReview.pdf","slovenia","2004","Strategic Defence Review","eng"
"647","slovenia_2006_MilitaryDoctrine_noneng.pdf","slovenia","2006","Military Doctrine","noneng"
"648","slovenia_2006_MilitaryDoctrine.pdf","slovenia","2006","Military Doctrine","eng"
"649","slovenia_2009_AnnualDefenceReport.pdf","slovenia","2009","Annual Defence Report","eng"
"650","slovenia_2009_DefenceStrategicReview.pdf","slovenia","2009","Defence Strategic Review","eng"
"651","slovenia_2010_NationalSecurityStrategy.pdf","slovenia","2010","National Security Strategy","eng"
"652","slovenia_2011_AnnualDefenceReport.pdf","slovenia","2011","Annual Defence Report","eng"
"653","slovenia_2012_AnnualDefenceReport.pdf","slovenia","2012","Annual Defence Report","eng"
"654","slovenia_2013_AnnualDefenceReport.pdf","slovenia","2013","Annual Defence Report","eng"
"655","slovenia_2013_DefenceStrategy.pdf","slovenia","2013","Defence Strategy","eng"
"656","slovenia_2014_AnnualDefenceReport.pdf","slovenia","2014","Annual Defence Report","eng"
"657","slovenia_2015_AnnualDefenceReport.pdf","slovenia","2015","Annual Defence Report","eng"
"658","slovenia_2016_CyberSecurityStrategy.pdf","slovenia","2016","Cyber Security Strategy","eng"
"659","slovenia_2016_StrategicDefenceReview.pdf","slovenia","2016","Strategic Defence Review","eng"
"660","slovenia_2017_AnnualDefenceReport.pdf","slovenia","2017","Annual Defence Report","eng"
"661","slovenia_2019_NationalSecurityStrategy_noneng.pdf","slovenia","2019","National Security Strategy","noneng"
"662","slovenia_2020_DefenceWhitePaper_noneng.pdf","slovenia","2020","Defence White Paper","noneng"
"663","slovenia_2020_DefenceWhitePaper.pdf","slovenia","2020","Defence White Paper","eng"
"664","solomonislands_2020_SecurityStrategy.pdf","solomonislands","2020","Security Strategy","eng"
"665","southafrica_1996_DefenseWhitePaper.pdf","southafrica","1996","Defense White Paper","eng"
"666","southafrica_1998_DefenceReviewWhitePaper.pdf","southafrica","1998","Defence Review White Paper","eng"
"667","southafrica_1999_DefenceWhitePaper.pdf","southafrica","1999","Defence White Paper","eng"
"668","southafrica_2010_StrategicPlan.pdf","southafrica","2010","Strategic Plan","eng"
"669","southafrica_2011_DefencePerformancePlan.pdf","southafrica","2011","Defence Performance Plan","eng"
"670","southafrica_2011_OverarchingStrategicStatement.pdf","southafrica","2011","Overarching Strategic Statement","eng"
"671","southafrica_2011_StrategicPlan.pdf","southafrica","2011","Strategic Plan","eng"
"672","southafrica_2012_OverarchingAnnualStrategicStatement.pdf","southafrica","2012","Overarching Annual Strategic Statement","eng"
"673","southafrica_2015_DefenseReview.pdf","southafrica","2015","Defense Review","eng"
"674","southkorea_1988_국방백서_noneng.pdf","southkorea","1988","국방백서","noneng"
"675","southkorea_1989_국방백서_noneng.pdf","southkorea","1989","국방백서","noneng"
"676","southkorea_1990_국방백서_noneng.pdf","southkorea","1990","국방백서","noneng"
"677","southkorea_1991_국방백서_noneng.pdf","southkorea","1991","국방백서","noneng"
"678","southkorea_1992_국방백서_noneng.pdf","southkorea","1992","국방백서","noneng"
"679","southkorea_1993_국방백서_noneng.pdf","southkorea","1993","국방백서","noneng"
"680","southkorea_1994_국방백서_noneng.pdf","southkorea","1994","국방백서","noneng"
"681","southkorea_1995_국방백서_noneng.pdf","southkorea","1995","국방백서","noneng"
"682","southkorea_1996_국방백서_noneng.pdf","southkorea","1996","국방백서","noneng"
"683","southkorea_1997_국방백서_noneng.pdf","southkorea","1997","국방백서","noneng"
"684","southkorea_1998_국방정책_noneng.pdf","southkorea","1998","국방정책","noneng"
"685","southkorea_1999_국방백서_noneng.pdf","southkorea","1999","국방백서","noneng"
"686","southkorea_2000_DefenseWhitePaper_noneng.pdf","southkorea","2000","Defense White Paper","noneng"
"687","southkorea_2000_DefenseWhitePaper.pdf","southkorea","2000","Defense White Paper","eng"
"688","southkorea_2001_DefenseDataCollection.pdf","southkorea","2001","Defense Data Collection","eng"
"689","southkorea_2003_ParticipatoryDefencePolicy.pdf","southkorea","2003","Participatory Defence Policy","eng"
"690","southkorea_2004_DefenseWhitePaper_noneng.pdf","southkorea","2004","Defense White Paper","noneng"
"691","southkorea_2004_DefenseWhitePaper.pdf","southkorea","2004","Defense White Paper","eng"
"692","southkorea_2006_DefenseWhitePaper.pdf","southkorea","2006","Defense White Paper","eng"
"693","southkorea_2006_DiplomaticWhitePaper.pdf","southkorea","2006","Diplomatic White Paper","eng"
"694","southkorea_2008_DefenseWhitePaper.pdf","southkorea","2008","Defense White Paper","eng"
"695","southkorea_2008_DiplomaticWhitePaper.pdf","southkorea","2008","Diplomatic White Paper","eng"
"696","southkorea_2010_DefenseWhitePaper.pdf","southkorea","2010","Defense White Paper","eng"
"697","southkorea_2012_DefenseWhitePaper.pdf","southkorea","2012","Defense White Paper","eng"
"698","southkorea_2013_CyberSecurityManagement_noneng.pdf","southkorea","2013","Cyber Security Management","noneng"
"699","southkorea_2014_DefenseWhitePaper.pdf","southkorea","2014","Defense White Paper","eng"
"700","southkorea_2016_DefenseWhitePaper.pdf","southkorea","2016","Defense White Paper","eng"
"701","southkorea_2018_DefenseWhitePaper.pdf","southkorea","2018","Defense White Paper","eng"
"702","southkorea_2018_DiplomaticWhitePaper.pdf","southkorea","2018","Diplomatic White Paper","eng"
"703","southkorea_2019_NationalCybersecurityStrategy.pdf","southkorea","2019","National Cybersecurity Strategy","eng"
"704","southkorea_2020_DefenseWhitePaper.pdf","southkorea","2020","Defense White Paper","eng"
"705","southkorea_2022_DefenseWhitePaper.pdf","southkorea","2022","Defense White Paper","eng"
"706","spain_2000_DefenceWhitePaper.pdf","spain","2000","Defence White Paper","eng"
"707","spain_2003_StrategicDefenceReview.pdf","spain","2003","Strategic Defence Review","eng"
"708","spain_2004_NationalDefenceDirective_noneng.pdf","spain","2004","National Defence Directive","noneng"
"709","spain_2004_NationalDefenceDirective.pdf","spain","2004","National Defence Directive","eng"
"710","spain_2008_NationalDefenceDirective.pdf","spain","2008","National Defence Directive","eng"
"711","spain_2011_NationalSecurityStrategy.pdf","spain","2011","National Security Strategy","eng"
"712","spain_2012_NationalDefenceDirective_noneng.pdf","spain","2012","National Defence Directive","noneng"
"713","spain_2012_NationalDefenceDirective.pdf","spain","2012","National Defence Directive","eng"
"714","spain_2013_NationalSecurityStrategy_noneng.pdf","spain","2013","National Security Strategy","noneng"
"715","spain_2013_NationalSecurityStrategy.pdf","spain","2013","National Security Strategy","eng"
"716","spain_2017_NationalSecurityStrategy.pdf","spain","2017","National Security Strategy","eng"
"717","spain_2020_NationalDefenceDirective.pdf","spain","2020","National Defence Directive","eng"
"718","spain_2021_NationalSecurityStrategy.pdf","spain","2021","National Security Strategy","eng"
"719","sweden_2004_OurFutureDefence.pdf","sweden","2004","Our Future Defence","eng"
"720","sweden_2013_StatementForeignPolicy.pdf","sweden","2013","Statement Foreign Policy","eng"
"721","sweden_2014_CyberSecurityStrategy_noneng.pdf","sweden","2014","Cyber Security Strategy","noneng"
"722","sweden_2015_DefencePolicy.pdf","sweden","2015","Defence Policy","eng"
"723","sweden_2017_NationalSecurityStrategy.pdf","sweden","2017","National Security Strategy","eng"
"724","sweden_2017_StatementForeignPolicy.pdf","sweden","2017","Statement Foreign Policy","eng"
"725","switzerland_2000_SecurityPolicy.pdf","switzerland","2000","Security Policy","eng"
"726","switzerland_2010_ArmyReport_noneng.pdf","switzerland","2010","Army Report","noneng"
"727","switzerland_2010_SecurityPolicyReport_noneng.pdf","switzerland","2010","Security Policy Report","noneng"
"728","switzerland_2012_ForeignPolicyStrategy.pdf","switzerland","2012","Foreign Policy Strategy","eng"
"729","switzerland_2015_ArmamentProgram_noneng.pdf","switzerland","2015","Armament Program","noneng"
"730","switzerland_2016_SecuritySituationReport.pdf","switzerland","2016","Security Situation Report","eng"
"731","switzerland_2020_SecuritySituationReport.pdf","switzerland","2020","Security Situation Report","eng"
"732","taiwan_1981_NationalDefenseReport_noneng.pdf","taiwan","1981","National Defense Report","noneng"
"733","taiwan_1982_NationalDefenseReport_noneng.pdf","taiwan","1982","National Defense Report","noneng"
"734","taiwan_1985_NationalDefenseReport_noneng.pdf","taiwan","1985","National Defense Report","noneng"
"735","taiwan_1987_NationalDefenseReport.pdf","taiwan","1987","National Defense Report","eng"
"736","taiwan_1989_NationalDefenseReport_noneng.pdf","taiwan","1989","National Defense Report","noneng"
"737","taiwan_1991_NationalDefenseReport_noneng.pdf","taiwan","1991","National Defense Report","noneng"
"738","taiwan_1992_NationalDefenseReport.pdf","taiwan","1992","National Defense Report","eng"
"739","taiwan_1993_NationalDefenseReport_noneng.pdf","taiwan","1993","National Defense Report","noneng"
"740","taiwan_1993_NationalDefenseReport.pdf","taiwan","1993","National Defense Report","eng"
"741","taiwan_1996_NationalDefenseReport.pdf","taiwan","1996","National Defense Report","eng"
"742","taiwan_1998_NationalDefenseReport.pdf","taiwan","1998","National Defense Report","eng"
"743","taiwan_2000_NationalDefenseReport.pdf","taiwan","2000","National Defense Report","eng"
"744","taiwan_2002_NationalDefenseReport.pdf","taiwan","2002","National Defense Report","eng"
"745","taiwan_2004_NationalDefenseReport.pdf","taiwan","2004","National Defense Report","eng"
"746","taiwan_2006_NationalDefenseReport.pdf","taiwan","2006","National Defense Report","eng"
"747","taiwan_2008_NationalDefenseReport.pdf","taiwan","2008","National Defense Report","eng"
"748","taiwan_2009_NationalDefenseReport.pdf","taiwan","2009","National Defense Report","eng"
"749","taiwan_2009_QuadrennialDefenseReview.pdf","taiwan","2009","Quadrennial Defense Review","eng"
"750","taiwan_2011_NationalDefenseReport.pdf","taiwan","2011","National Defense Report","eng"
"751","taiwan_2013_NationalDefenseReport.pdf","taiwan","2013","National Defense Report","eng"
"752","taiwan_2013_QuadrennialDefenseReview.pdf","taiwan","2013","Quadrennial Defense Review","eng"
"753","taiwan_2015_NationalDefenseReport.pdf","taiwan","2015","National Defense Report","eng"
"754","taiwan_2017_NationalDefenseReport.pdf","taiwan","2017","National Defense Report","eng"
"755","taiwan_2017_QuadrennialDefenseReview.pdf","taiwan","2017","Quadrennial Defense Review","eng"
"756","taiwan_2019_NationalDefenseReport.pdf","taiwan","2019","National Defense Report","eng"
"757","taiwan_2021_NationalDefenseReport.pdf","taiwan","2021","National Defense Report","eng"
"758","taiwan_2021_QuadrennialDefenseReview.pdf","taiwan","2021","Quadrennial Defense Review","eng"
"759","taiwan_2023_NationalDefenseReport.pdf","taiwan","2023","National Defense Report","eng"
"760","tanzania_2010_SecurityAct.pdf","tanzania","2010","Security Act","eng"
"761","thailand_2018_NationalStrategy.pdf","thailand","2018","National Strategy","eng"
"762","thailand_2019_NationalSecurityPolicy.pdf","thailand","2019","National Security Policy","eng"
"763","timorleste_2007_Force2020.pdf","timorleste","2007","Force2020","eng"
"764","trinidadandtobago_2018_StrategicPlan.pdf","trinidadandtobago","2018","Strategic Plan","eng"
"765","turkey_2000_DefenseWhitePaper.pdf","turkey","2000","Defense White Paper","eng"
"766","turkey_2007_DefenseWhitePaper.pdf","turkey","2007","Defense White Paper","eng"
"767","turkey_2013_NationalCyberSecurityStrategyAndActionPlan.pdf","turkey","2013","National Cyber Security Strategy And Action Plan","eng"
"768","turkey_2019_StratejikPlani_noneng.pdf","turkey","2019","Stratejik Plani","noneng"
"769","turkey_2021_NationalArtificialIntelligenceStrategy.pdf","turkey","2021","National Artificial Intelligence Strategy","eng"
"770","uganda_2004_DefenceWhitePaper.pdf","uganda","2004","Defence White Paper","eng"
"771","uganda_2015_SecuritySectorDevelopmentPlan.pdf","uganda","2015","Security Sector Development Plan","eng"
"772","ukraine_2005_WhiteBook.pdf","ukraine","2005","White Book","eng"
"773","ukraine_2006_WhiteBook.pdf","ukraine","2006","White Book","eng"
"774","ukraine_2007_WhiteBook.pdf","ukraine","2007","White Book","eng"
"775","ukraine_2009_WhiteBook.pdf","ukraine","2009","White Book","eng"
"776","ukraine_2010_WhiteBook.pdf","ukraine","2010","White Book","eng"
